id,subname,subid,subname,subsubid,desc,position
,Maths,,Number (including data handling and calculations),,"Pupil can collect and sort data to test a simple hypothesis, e.g. Count a show of hands to test the hypothesis that 'most children in our class are in bed by 8.00pm.' Pupil can record results in simple lists, tables, pictograms and block graphs. e.g. See folder for examples Pupil understands vocabulary relating to handling data and can communicate their findings, using simple lists, tables, pictograms and block graphs, e.g. See folder for examples",a
,Maths,,Number (including data handling and calculations),,"Pupil understands halving as a way of 'undoing' doubling and vice versa. e.g. When I doubled a number the answer was 18. Which number did I double? There are 28 children in a class. Half of them are girls, how many are boys? See the folder for more examples Pupil records their work in writing, e.g. Use the symbols +, -, x, ÷ and = to record and interpret number sentences involving all four operations. Look at these signs: + x - =. Use the signs to make these correct: 8  2 = 10 17  3  14 Write the same number in each square to make the multiplication correct:  x  = 100. Pupil sorts objects and classifies them using more than one criterion, e.g. Sort a given set of shapes using two criteria such as triangle/not triangle and green/not green.",b
,Maths,,Number (including data handling and calculations),,"Pupil recognises sequences of numbers, including odd and even numbers, e.g. Write the next number in these sequences: 10, 15, 20, 25, ___ 14, 12, 10, 8, ___ 23, 33, 43, 53, ___ Write an odd number between 20 and 30 and between 11 and 21. Show the numbers 5 - 16. Identify the even numbers. Pupil begins to use halves and quarters, e.g. Adrian has a set of 24 pencils. How many is half the set? What is half of 16? 10? 18? If there are 16 cherries and they are shared equally between two people, how many cherries will each person get? What if there are 4 people? Pupil relates the concept of half of a small quantity to the concept of half of a shape, e.g. See folder for examples",c
,Maths,,Number (including data handling and calculations),,"Pupil can choose the appropriate operation when solving addition and subtraction problems, e.g. When Rajesh is 4 years old, Manisha is 9. When Rajesh is 8 years old, how old will Manisha be? Stefanie and Howard play a game. Stefanie scores 60 points. Howard scores 33 points. How many more points does Stefanie score than Howard? Pupil uses the knowledge that subtraction is the inverse of addition, e.g. Using the numbers 15, 9 and 6, make related number sentences by using +, - and = signs. Twenty five children are on the bus. Six children get off and six children get on. How many children are on the bus now? Pupil solves number problems involving money and measures, e.g. A lollipop costs 15p. How much will I have to pay for two lollipops?",d
,Maths,,Number (including data handling and calculations),,"Pupil can count sets of objects reliably, e.g. There are 24 individual socks. How many pairs of socks will there be? There are 10 straws in each bundle. If I give you 3 bundles and 4 single straws how many straws will you have altogether? How many 5p coins will total 35p? Pupil can use mental recall of addition and subtraction facts to 10, e.g. If 2 + 8 = 10, what is 20 + 80? What do you need to add to 70 to make 100? 80 – 60 = 20 +  7 + 3 = 6 +  Write the total: 6 + 5 + 5 + 4 = Warren bought two fruits. He spent 30p altogether. He bought an orange for 21p, what did he pay for the other fruit? Pupil can begin to understand the place value of each digit in a number and use this to order numbers up to 100, e.g. write a number in the boxes to make these correct 56 =  + 6  + 8 = 88 47 = 40 +  Show some random two-digit numbers. Identify: - the largest - the smallest - a number between 40 and 50? Put the numbers in order from smallest to largest.",e
,Maths,,Number (including data handling and calculations),,"Pupils show understanding of place value in numbers up to 1000 and use this to make approximations. They begin to use decimal notation and recognise negative numbers, in contexts such as money and temperature. Pupils use mental recall of addition and subtraction facts to 20 in solving problems involving larger numbers. They add and subtract numbers with two digits mentally and numbers with three digits using written methods. They use mental recall of the 2,3,4,5 and 10 multiplication tables and derive the associated division facts. They solve whole number problems involving multiplication or division, including those that give rise to remainders. They use simple fractions that are several parts of a whole and recognise when two simple fractions are equivalent. Pupils extract and interpret information presented in simple tables and lists. They construct bar charts and pictograms, where the symbol represents a group of units, to communicate information they have gathered, and they interpret information presented to them in these forms.",L3
,Maths,,Number (including data handling and calculations),,"Pupil can recognise unit fractions such as 1/2, 1/3 1/4, 1/5, 1/10 and use them to find fractions of shapes and numbers. Pupil can recognise simple fractions as several parts of a whole and recognise the equivalence of simple fractions such as 1/2, 1/4, 3/4. e.g. Would you rather have 1/2 or 1/3 of a cake? Why? Circle the two fractions that are less than 1/2 : 1/8, 6/10, 5/8, 3/10.Pupil can construct and interpret bar charts and pictograms where the symbol/interval represents a group of units, e.g. A pictogram showing numbers of books sold in a bookshop in a day (poetry 5, fiction 37, non-fiction 22) with each book picture representing two books sold.  
Pupil can use mental recall of multiplication facts for the 2, 3, 4, 5, and 10 times table and can derive the related division facts, e.g. A number multiplied by itself gives the answer 25. What is the number? Circle the multiples of 10: 730, 200, 306, 470, 15, 295, 431, 40 Write the missing number in the box  ÷ 4 = 8 What is nine multiplied by three? Divide ninety by two.  ",a
,Maths,,Number (including data handling and calculations),,"Pupil knows all the addition and subtraction facts for each number to 20 and uses these to solve problems involving larger numbers. Pupil can add and subtract any pair of two digit numbers mentally. e.g. What number is thirtyfour more than fifty-eight? - How many less than forty-one is seventeen? - What is double sixtyseven? - In a bag there are eightyone red counters and thirty-seven yellow counters. How many counters are there altogether?  Pupil can choose and use appropriate operations (including multiplication and division) to solve whole number word problems including those that give rise to remainders, e.g. If there are twentyeight sweets in a pack and five children, how many sweets will they each get? How many will be left? Circle each number which has a remainder of 1 when divided by 5: 26, 14, 25, 44, 31, 23.  Pupil can multiply and divide two-digit numbers by 2, 3, 4, 5 or 10 with whole number answers and remainders, e.g. what is 96 ÷ 5? Calculate 18 x 4 27 x  = 54.  

",b
,Maths,,Number (including data handling and calculations),,"Pupil can choose and use appropriate number operations (including multiplication and division) to solve whole number and word problems, e.g. A mum spends 45 minutes cooking her children's tea everyday. How long does she spend cooking their tea in a week? 36 children need to sit in rows. Four children can sit in one row. How many rows will there be? What is the total value of sixteen 2p coins? Show your working out.  Pupil understands the place value of each digit in numbers up to 1000 and can use this to read, write and order them. e.g. Write in figures the number five thousand and forty-seven. Ashleigh has these numbers: 2330, 2303, 2033, 2003, 2030. She writes them in order from smallest to largest. What is the fourth number she writes? Circle the number nearest to 1000: 1068, 1047, 1100, 962, 899 How many three digit numbers is it possible to write that have a number 6 in the 'tens' column?  

",c
,Maths,,Number (including data handling and calculations),,"Pupil can recognise negative numbers in context, such as a number line or temperature scale.e.g. Filling in missing temperatures on a thermometer. The temperature in London is 5°C. Paris is 7 degrees colder than London. What is the temperature in Paris? Write these temperatures in order, coldest first: 3°C, -10°C, 0°C, 20°C, -1°C. Pupil can add and subtract three digit numbers using written method. See folder for examples.  Pupil can recognise and continue a number sequence in both directions, e.g. Find the next two numbers: 279, 282, 285, __, __ Find the missing numbers: __, 535, 525, 515, __, __  
",d
,Maths,,Number (including data handling and calculations),,"Pupil can extract and interpret information presented in simple tables and lists, e.g. See folder for examples  Pupil can extract and interpret information presented in simple tables and lists, e.g. See folder for examplesPupil can understand decimal notation and place value for tenths and hundredths and use this in contexts such as money or measures. 
Pupil can understand decimal notation and place value for tenths and hundredths and use this in contexts such as money or measures.e.g. Know that £4.90 equals 490p. Order decimal heights of pupils in class 1.38m, 1.22m, 1.27m,1.48m. Look at these amounts £80.08, £80.80, £8.80, £8.08 write them in order, least to most. Arrange these decimals in order of size, with the smallest first 3.7, 13.9, 1.4, 3.2, 0.4.  ",e
,Maths,,Number (including data handling and calculations),,"Pupils use their understanding of place value to multiply and divide whole numbers by 10 or 100. In solving number problems, pupils use a range of mental methods of computation with the four operations, including mental recall of multiplication facts up to 10x10 and quick derivation of corresponding division facts. They use efficient written methods of addition and subtraction and of short multiplication and division. They add and subtract decimals to two places and order decimals to three places. In solving problems with or without a calculator, pupils check the reasonableness of their results by reference to their knowledge of the context or to the size of the numbers. They recognise approximate proportions of a whole and use simple fractions and percentages to describe these. Pupils recognise and describe number patterns, and relationships including multiple, factor and square. They begin to use simple formulae expressed in words. Pupils use and interpret co-ordinates in the first quadrant. Pupils collect discrete data and record them using a frequency table. They understand and use the mode and range to describe sets of data. They group data, where appropriate, in equal class intervals, represent collected data in frequency diagrams and interpret such diagrams. They construct and interpret simple line graphs.",L4
,Maths,,Number (including data handling and calculations),,"Pupil can order decimal numbers to three decimal places, e.g. Put a ring around the smallest number: 0.36, 0.306, 0.036, 3.06, 3.6 Circle all the numbers that are greater than 0.4: 0.3, 0.6, 0.13, 0.04, 0.47.Pupil can use an efficient mental, written or calculator method to solve multiplication and division calculations and problems involving whole numbers. Pupil can check the reasonableness of results with reference to the context or size of numbers,e.g. 2245 x 8 = 378 ÷ 6 = 22 x  = 1100 222 ÷ 7 =  ÷ 9 = 76  .Pupil can understand and use the mode and range to describe sets of data,e.g. What is the range and mode of the following shoe sizes: 5, 3, 7, 2, 3, 1, 3, 7, 9. Create a set of six numbers in which the range is 7 and the mode is 3.  Pupil can use an efficient mental, written or calculator method to solve multiplication and division calculations and problems involving whole numbers. Pupil can check the reasonableness of results with reference to the context or size of numbers,e.g. 2245 x 8 = 378 ÷ 6 = 22 x  = 1100 222 ÷ 7 =  ÷ 9 = 76  Pupil can understand and use the mode and range to describe sets of data,",a
,Maths,,Number (including data handling and calculations),,"Pupil can recognise approximate proportions of a whole and use simple fractions and percentages to describe these, recognising when these are equivalent, e.g. Andrew makes a fraction using two number cards. He says, ‘My fraction is equivalent to 3/4'. One of the number cards is 6. What could the other number be? What is three-tenths as a percentage?  
Pupil can use an efficient mental, written or calculator method to solve addition and subtraction calculations and problems involving whole numbers or decimals to two places. Pupil can check the reasonableness of results with reference to the context or size of numbers,e.g. 1286 + 394 + 21 = 3002 – 1995 = 12.2 -  = 5.7  - 35.21 = 43.79 57 + 28 = 823  .Pupil can collect, record, represent and interpret discrete data using an appropriate method,e.g. bar chart, Venn diagram or pictogram. What kind of graph or chart will you use to represent this data? Using a range of holiday brochures, compare the different weather patterns (temperature and rainfall) in a variety of countries. See folder for more examples.  ",b
,Maths,,Number (including data handling and calculations),,"Pupil can use place value to multiply and divide whole numbers by 10 or 100, e.g. divide four hundred and twenty by ten. How many hundreds are there altogether in three thousand five hundred? Write in the missing number: 2700 ÷  = 100  .Pupil can use and interpret coordinates in the first quadrant.Pupil can construct and interpret simple line graphs,e.g. Construct and interpret a line graph showing the heart rate of a child before, during and after exercise.
",c
,Maths,,Number (including data handling and calculations),,"Pupil can recognise, understand and use multiples, factors and square numbers, e.g. use these number cards (1, 2, 8) to make: - a 2-digit multiple of 7 - a 2-digit factor of 24 - a square number. Write one number which fits all three of these statements: It is a multiple of 4. It is a multiple of 3. It ends in ‘6’. Explain why a number which ends in ‘3’ cannot be a multiple of 4.  Pupil can recall multiplication facts up to 10 x 10 and quickly derive corresponding division facts, e.g. How many nines are there in fifty-four? Five times a number is two hundred. What is the number? See folder for more examples  .Pupil can group data, where appropriate, in equal class intervals, e.g. Draw a bar chart of marks scored in a spelling test, grouping the data in intervals of 5 marks.(1-5, 6-10, 11-15, ...).
Using two pages of a catalogue, work out how many items are within different price ranges, e.g. £0 - £10, £10.01 - £20, £20.01 - £30.  ",d
,Maths,,Number (including data handling and calculations),,"
Pupil can recognise and describe number patterns and relationships, e.g. this sequence follows the rule ‘to get the next number, add the two previous numbers'. Write in the next two numbers in the sequence: 1.3, 1.4, 2.7, 4.1, , The numbers in this sequence increase by the same amount each time. Write in the missing numbers: 1, , , 25  Pupil can use inverse operations to find missing numbers, 'undo' two-step problems and understand balancing equations, e.g. Kerry thinks of a number. She multiplies it by 3 and subtracts 5. Her answer is 16. What is her original number? 20 +  = x ÷ 4.31.2 -  = 27.3  
Pupil can use simple formulae expressed in words, e.g. The first two numbers in this sequence are 13 and 14. The sequence then follows the rule: 'to get the next number, add the two previous numbers'. What are the next five numbers in the sequence? See folder for more examples  ",e
